"id","treated","score","nationality","age","gender","birth_urbanrural","educ","ud_freedom_movement"
344,1,1,"Nepal",41,"Female","Rural","Elementary (usually until 12 years old)","Never"
345,1,1,"Nepal",29,"Female","Rural","Elementary (usually until 12 years old)","Never"
346,0,1,"Nepal",49,"Female","Rural","No completed formal education","Never"
347,0,1,"Nepal",40,"Female","Rural","Elementary (usually until 12 years old)","Never"
348,1,1,"Nepal",26,"Female","Rural","Elementary (usually until 12 years old)","Sometimes"
349,1,1,"Indonesia",35,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
350,1,1,"Indonesia",33,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
351,0,1,"Indonesia",23,"Female","Rural","Secondary (usually until 18 years old)","Never"
352,1,1,"Indonesia",28,"Female","Rural","Secondary (usually until 18 years old)","Never"
353,0,0.25,"Indonesia",26,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
354,1,1,"Indonesia",36,"Female","Rural","Elementary (usually until 12 years old)","Never"
355,1,1,"Indonesia",34,"Female","Rural","Elementary (usually until 12 years old)","Never"
356,0,0.75,"Indonesia",45,"Female","Rural","Elementary (usually until 12 years old)","Never"
357,0,1,"Indonesia",40,"Female","Rural","Secondary (usually until 18 years old)","Never"
358,0,1,"Indonesia",29,"Female","Urban","Elementary (usually until 12 years old)","Never"
359,0,1,"The Philippines",44,"Female","Rural","Secondary (usually until 18 years old)","Never"
360,1,1,"The Philippines",41,"Female","Urban","Secondary (usually until 18 years old)","Never"
361,0,0.8,"The Philippines",35,"Female","Rural","Secondary (usually until 18 years old)","Never"
362,1,0.8,"The Philippines",36,"Female","Urban","College/University","Never"
363,1,1,"The Philippines",32,"Female","Urban","Secondary (usually until 18 years old)","Yes, all of the time"
364,1,0.8,"Indonesia",25,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
365,0,1,"Indonesia",41,"Female","Urban","Secondary (usually until 18 years old)","Never"
366,0,0.8,"The Philippines",52,"Female","Rural","Secondary (usually until 18 years old)","Never"
367,1,0.5,"The Philippines",48,"Female","Rural","Secondary (usually until 18 years old)","Never"
368,1,0.25,"The Philippines",37,"Female","Urban","Secondary (usually until 18 years old)","Never"
369,1,0.75,"The Philippines",33,"Female","Rural","College/University","Sometimes"
370,0,0.75,"The Philippines",40,"Female","Rural","College/University","Rarely"
371,1,0.75,"The Philippines",42,"Female","Rural","Secondary (usually until 18 years old)","Never"
372,1,1,"The Philippines",36,"Female","Rural","College/University","Rarely"
373,0,0.8,"The Philippines",32,"Female","Rural","College/University","Never"
374,1,0.6,"The Philippines",34,"Female","Rural","College/University","Never"
375,0,0.8,"The Philippines",45,"Female","Urban","Secondary (usually until 18 years old)","Never"
376,0,0.8,"The Philippines",49,"Female","Rural","College/University","Never"
377,0,1,"The Philippines",28,"Female","Rural","Secondary (usually until 18 years old)","Never"
378,1,1,"The Philippines",41,"Female","Rural","Secondary (usually until 18 years old)","Never"
379,1,0.5,"The Philippines",29,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
380,1,1,"The Philippines",33,"Female","Rural","Secondary (usually until 18 years old)","Never"
381,1,0.4,"The Philippines",40,"Female","Urban","Elementary (usually until 12 years old)","Never"
382,1,1,"The Philippines",30,"Female","Rural","College/University","Yes, all of the time"
383,1,1,"The Philippines",30,"Female","Rural","College/University","Never"
384,0,0.8,"The Philippines",30,"Female","Urban","Postgraduate studies (Masters or Phd)","Yes, all of the time"
385,1,1,"The Philippines",40,"Female","Urban","College/University","Yes, all of the time"
386,0,1,"The Philippines",33,"Female","Rural","College/University","Never"
387,1,1,"The Philippines",39,"Female","Urban","College/University","Never"
388,0,0.8,"The Philippines",47,"Female","Urban","College/University","Yes, all of the time"
389,0,1,"The Philippines",40,"Female","Urban","College/University","Never"
390,0,1,"The Philippines",26,"Female","Urban","Secondary (usually until 18 years old)","Never"
391,0,0.8,"The Philippines",37,"Female","Rural","College/University","Never"
392,1,1,"The Philippines",34,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
393,1,1,"The Philippines",25,"Female","Urban","College/University","Sometimes"
394,0,1,"The Philippines",48,"Female","Urban","College/University","Yes, all of the time"
395,0,0.75,"The Philippines",42,"Female","Urban","College/University","Sometimes"
396,0,1,"The Philippines",35,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
397,1,0.8,"Indonesia",32,"Female","Rural","Elementary (usually until 12 years old)","Never"
398,0,0.8,"Indonesia",35,"Female","Rural","Elementary (usually until 12 years old)","Sometimes"
399,1,0.8,"Indonesia",25,"Female","Rural","Secondary (usually until 18 years old)","Never"
400,1,0.8,"Indonesia",42,"Female","Rural","Elementary (usually until 12 years old)","Never"
401,0,1,"Indonesia",35,"Female","Rural","Elementary (usually until 12 years old)","Never"
402,0,0.8,"The Philippines",25,"Female","Rural","College/University","Sometimes"
403,1,0.4,"The Philippines",42,"Female","Urban","College/University","Never"
404,0,0.8,"The Philippines",45,"Female","Rural","Secondary (usually until 18 years old)","Never"
405,1,1,"Indonesia",31,"Female","Rural","Secondary (usually until 18 years old)","Never"
406,0,NA,"Indonesia",36,"Female","Refused to answer","Secondary (usually until 18 years old)","Refused to answer"
407,0,1,"The Philippines",37,"Female","Urban","Secondary (usually until 18 years old)","Never"
408,0,0.4,"The Philippines",31,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
409,1,1,"The Philippines",46,"Female","Rural","College/University","Never"
410,1,1,"The Philippines",40,"Female","Rural","College/University","Never"
411,1,0.8,"The Philippines",40,"Female","Rural","College/University","Never"
412,1,0.6,"The Philippines",35,"Female","Rural","College/University","Never"
413,0,1,"Indonesia",29,"Female","Rural","Secondary (usually until 18 years old)","Never"
414,0,0.8,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
415,1,0.6,"Indonesia",35,"Female","Rural","Elementary (usually until 12 years old)","Often"
416,0,0.8,"Indonesia",29,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
417,1,0.4,"The Philippines",37,"Female","Rural","College/University","Yes, all of the time"
418,0,1,"The Philippines",33,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
419,0,0.8,"The Philippines",36,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
420,0,1,"The Philippines",45,"Female","Rural","College/University","Never"
421,0,1,"Nepal",31,"Female","Urban","Elementary (usually until 12 years old)","Sometimes"
422,1,1,"Nepal",39,"Female","Rural","No completed formal education","Never"
423,1,1,"Nepal",32,"Female","Urban","College/University","Never"
424,1,1,"Nepal",40,"Female","Urban","No completed formal education","Never"
425,0,1,"Nepal",35,"Female","Rural","No completed formal education","Never"
426,1,0.4,"The Philippines",28,"Female","Urban","College/University","Sometimes"
427,1,0.4,"The Philippines",41,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
428,1,0,"The Philippines",36,"Female","Rural","College/University","Rarely"
429,1,0.2,"The Philippines",36,"Female","Urban","College/University","Sometimes"
430,1,0.2,"The Philippines",40,"Female","Rural","No completed formal education","Sometimes"
431,0,0.8,"The Philippines",27,"Female","Urban","College/University","Rarely"
432,1,1,"The Philippines",46,"Female","Urban","College/University","Rarely"
433,1,0.8,"The Philippines",30,"Female","Urban","College/University","Rarely"
434,0,0.6,"The Philippines",45,"Female","Urban","College/University","Never"
435,1,1,"Indonesia",40,"Female","Rural","College/University","Sometimes"
436,1,0.8,"Indonesia",33,"Female","Rural","Secondary (usually until 18 years old)","Never"
437,1,1,"Indonesia",45,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
438,1,0.5,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Never"
439,0,1,"The Philippines",57,"Female","Rural","College/University","Never"
440,1,1,"The Philippines",38,"Female","Urban","College/University","Never"
441,1,1,"The Philippines",25,"Female","Rural","Elementary (usually until 12 years old)","Never"
442,1,0.5,"The Philippines",41,"Female","Urban","College/University","Sometimes"
443,0,0,"The Philippines",56,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
444,0,0.5,"Indonesia",43,"Female","Urban","Elementary (usually until 12 years old)","Never"
445,1,0,"Indonesia",37,"Female","Rural","Secondary (usually until 18 years old)","Never"
446,0,1,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Never"
447,0,1,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Never"
448,1,0.2,"Indonesia",36,"Female","Urban","College/University","Rarely"
449,0,0.2,"Indonesia",36,"Female","Urban","College/University","Often"
450,0,0.4,"Indonesia",42,"Female","Rural","College/University","Yes, all of the time"
451,1,0.8,"Indonesia",52,"Female","Urban","Secondary (usually until 18 years old)","Rarely"
452,1,0.5,"Indonesia",47,"Female","Rural","College/University","Refused to answer"
453,1,0.2,"Indonesia",41,"Female","Rural","College/University","Sometimes"
454,1,0.4,"Indonesia",28,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
455,0,0.8,"Indonesia",37,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
456,1,1,"The Philippines",30,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
457,0,1,"The Philippines",30,"Female","Rural","College/University","Never"
458,1,0.6,"The Philippines",29,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
459,0,1,"The Philippines",28,"Female","Rural","College/University","Rarely"
460,1,1,"The Philippines",48,"Female","Urban","Secondary (usually until 18 years old)","Never"
461,1,1,"The Philippines",47,"Female","Rural","College/University","Never"
462,0,0.6,"The Philippines",49,"Female","Urban","Secondary (usually until 18 years old)","Never"
463,0,0.2,"The Philippines",39,"Female","Urban","College/University","Never"
464,1,1,"Indonesia",29,"Female","Rural","Secondary (usually until 18 years old)","Never"
465,0,1,"Indonesia",29,"Female","Rural","Secondary (usually until 18 years old)","Never"
466,1,0.8,"Indonesia",26,"Female","Urban","Secondary (usually until 18 years old)","Never"
467,0,0.8,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Never"
468,1,1,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
469,0,0.8,"Indonesia",23,"Female","Urban","Secondary (usually until 18 years old)","Rarely"
470,0,1,"Indonesia",43,"Female","Rural","Elementary (usually until 12 years old)","Never"
471,1,1,"The Philippines",43,"Female","Urban","Secondary (usually until 18 years old)","Rarely"
472,1,1,"The Philippines",23,"Female","Urban","College/University","Never"
473,1,0.8,"The Philippines",33,"Female","Urban","College/University","Rarely"
474,0,1,"The Philippines",40,"Female","Urban","College/University","Yes, all of the time"
475,1,1,"The Philippines",38,"Female","Urban","College/University","Never"
476,0,1,"Nepal",34,"Female","Rural","No completed formal education","Never"
477,1,1,"Indonesia",39,"Female","Urban","Secondary (usually until 18 years old)","Rarely"
478,0,1,"Indonesia",40,"Female","Rural","Elementary (usually until 12 years old)","Rarely"
479,1,0.6,"Indonesia",40,"Female","Rural","Secondary (usually until 18 years old)","Never"
480,1,1,"Indonesia",24,"Female","Rural","Refused to answer","Never"
481,1,0.8,"Indonesia",43,"Female","Urban","Secondary (usually until 18 years old)","Never"
482,0,0.8,"Indonesia",39,"Female","Rural","Secondary (usually until 18 years old)","Never"
483,1,0.6,"Indonesia",50,"Female","Rural","Secondary (usually until 18 years old)","Never"
484,1,1,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
485,0,0.75,"Indonesia",30,"Female","Rural","Elementary (usually until 12 years old)","Never"
486,0,0.8,"Indonesia",24,"Female","Rural","Elementary (usually until 12 years old)","Never"
487,0,0.8,"Indonesia",34,"Female","Rural","Secondary (usually until 18 years old)","Never"
488,1,1,"Indonesia",41,"Female","Rural","Elementary (usually until 12 years old)","Never"
489,1,1,"The Philippines",37,"Female","Rural","College/University","Never"
490,0,1,"The Philippines",38,"Female","Rural","College/University","Sometimes"
491,1,0.8,"The Philippines",29,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
492,1,0.75,"The Philippines",32,"Female","Rural","College/University","Sometimes"
493,1,0.2,"The Philippines",35,"Female","Rural","College/University","Rarely"
494,1,0.8,"Indonesia",35,"Female","Rural","Secondary (usually until 18 years old)","Never"
495,1,0.75,"Indonesia",42,"Female","Rural","Secondary (usually until 18 years old)","Never"
496,1,1,"Indonesia",39,"Female","Rural","Secondary (usually until 18 years old)","Never"
497,1,1,"Indonesia",47,"Female","Urban","Elementary (usually until 12 years old)","Never"
498,1,0.8,"Indonesia",42,"Female","Urban","Secondary (usually until 18 years old)","Yes, all of the time"
499,0,1,"Indonesia",42,"Female","Rural","Secondary (usually until 18 years old)","Never"
500,0,0.6,"Indonesia",50,"Female","Urban","Elementary (usually until 12 years old)","Never"
501,1,1,"Indonesia",42,"Female","Rural","Elementary (usually until 12 years old)","Never"
502,1,1,"The Philippines",49,"Female","Urban","College/University","Rarely"
503,0,1,"The Philippines",28,"Female","Urban","Secondary (usually until 18 years old)","Refused to answer"
504,0,0.6,"The Philippines",28,"Female","Rural","Secondary (usually until 18 years old)","Never"
505,1,0.8,"Indonesia",30,"Female","Rural","College/University","Never"
506,0,0.8,"Indonesia",35,"Female","Rural","Secondary (usually until 18 years old)","Often"
507,0,0.8,"Indonesia",43,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
508,0,0.8,"Indonesia",42,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
509,0,1,"The Philippines",28,"Female","Urban","Secondary (usually until 18 years old)","Never"
510,1,0.8,"The Philippines",28,"Female","Rural","Elementary (usually until 12 years old)","Never"
511,0,1,"The Philippines",37,"Female","Rural","College/University","Never"
512,0,0.75,"The Philippines",46,"Female","Rural","Elementary (usually until 12 years old)","Rarely"
513,0,0.4,"The Philippines",34,"Female","Urban","Secondary (usually until 18 years old)","Never"
514,1,0.5,"Indonesia",21,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
515,0,0.8,"Indonesia",27,"Female","Urban","Elementary (usually until 12 years old)","Never"
516,0,0.4,"Indonesia",64,"Female","Urban","Secondary (usually until 18 years old)","Never"
517,0,1,"Indonesia",23,"Female","Rural","Secondary (usually until 18 years old)","Never"
518,1,1,"Indonesia",39,"Female","Rural","Secondary (usually until 18 years old)","Never"
519,0,0.8,"Indonesia",35,"Female","Rural","Secondary (usually until 18 years old)","Never"
520,1,0.5,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
521,1,0.25,"Indonesia",34,"Female","Rural","Secondary (usually until 18 years old)","Never"
522,1,0.75,"Indonesia",33,"Female","Rural","Elementary (usually until 12 years old)","Never"
523,0,1,"Indonesia",37,"Female","Urban","Elementary (usually until 12 years old)","Never"
524,1,1,"Indonesia",39,"Female","Rural","Secondary (usually until 18 years old)","Never"
525,0,0.75,"The Philippines",49,"Female","Rural","Secondary (usually until 18 years old)","Never"
526,1,0.75,"The Philippines",36,"Female","Urban","College/University","Never"
527,0,0.4,"The Philippines",37,"Female","Urban","College/University","Never"
528,0,0.8,"The Philippines",43,"Female","Rural","College/University","Refused to answer"
529,0,1,"The Philippines",39,"Female","Urban","Secondary (usually until 18 years old)","Yes, all of the time"
530,0,1,"The Philippines",39,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
531,0,0.6,"The Philippines",41,"Female","Rural","College/University","Yes, all of the time"
532,1,1,"The Philippines",35,"Female","Rural","College/University","Yes, all of the time"
533,1,1,"The Philippines",32,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
534,0,0.75,"The Philippines",52,"Female","Urban","College/University","Refused to answer"
535,1,1,"The Philippines",38,"Female","Urban","College/University","Refused to answer"
536,0,1,"The Philippines",29,"Female","Rural","Secondary (usually until 18 years old)","Never"
537,1,1,"The Philippines",36,"Female","Rural","College/University","Never"
538,1,0.8,"The Philippines",32,"Female","Urban","College/University","Yes, all of the time"
539,0,0.8,"The Philippines",40,"Female","Urban","Secondary (usually until 18 years old)","Rarely"
540,0,0.6,"The Philippines",36,"Female","Urban","Postgraduate studies (Masters or Phd)","Often"
541,0,0.8,"The Philippines",42,"Female","Urban","Secondary (usually until 18 years old)","Yes, all of the time"
542,0,0.6,"The Philippines",30,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
543,1,0.75,"The Philippines",43,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
544,0,1,"The Philippines",50,"Female","Urban","Secondary (usually until 18 years old)","Never"
545,0,0.6,"The Philippines",42,"Female","Urban","College/University","Never"
546,1,0.6,"The Philippines",40,"Female","Urban","College/University","Yes, all of the time"
547,0,0.8,"The Philippines",25,"Female","Urban","College/University","Never"
548,0,0.8,"The Philippines",46,"Female","Urban","College/University","Never"
549,1,1,"The Philippines",46,"Female","Urban","Secondary (usually until 18 years old)","Never"
550,1,1,"The Philippines",40,"Female","Rural","Refused to answer","Never"
551,0,1,"The Philippines",40,"Female","Rural","College/University","Never"
552,1,0.8,"The Philippines",42,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
553,0,1,"The Philippines",49,"Female","Rural","College/University","Sometimes"
554,1,0.8,"The Philippines",51,"Female","Rural","College/University","Never"
555,0,1,"The Philippines",42,"Female","Urban","College/University","Never"
556,0,0.8,"The Philippines",32,"Female","Urban","College/University","Never"
557,1,0.75,"The Philippines",36,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
558,1,1,"Nepal",48,"Female","Urban","Elementary (usually until 12 years old)","Never"
559,0,0.6,"The Philippines",52,"Female","Rural","College/University","Never"
560,1,1,"The Philippines",42,"Female","Rural","College/University","Yes, all of the time"
561,0,NA,"The Philippines",39,"Female","Urban","College/University","Refused to answer"
562,0,0.2,"The Philippines",39,"Female","Rural","College/University","Rarely"
563,0,0.8,"The Philippines",38,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
564,0,0.5,"The Philippines",40,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
565,0,1,"The Philippines",35,"Female","Rural","No completed formal education","Never"
566,0,1,"The Philippines",37,"Female","Rural","College/University","Never"
567,0,1,"The Philippines",36,"Female","Rural","College/University","Yes, all of the time"
568,1,1,"The Philippines",44,"Female","Urban","Secondary (usually until 18 years old)","Never"
569,0,0.8,"The Philippines",33,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
570,0,0.6,"The Philippines",36,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
571,0,0.2,"The Philippines",28,"Female","Rural","Secondary (usually until 18 years old)","Often"
572,1,0.8,"The Philippines",28,"Female","Rural","College/University","Never"
573,0,1,"The Philippines",27,"Female","Rural","Secondary (usually until 18 years old)","Never"
574,0,0.6,"The Philippines",27,"Female","Rural","Secondary (usually until 18 years old)","Often"
575,1,1,"Nepal",32,"Female","Rural","Elementary (usually until 12 years old)","Never"
576,1,1,"Nepal",37,"Female","Rural","No completed formal education","Never"
577,0,1,"Indonesia",30,"Female","Urban","Secondary (usually until 18 years old)","Never"
578,0,0.25,"Indonesia",31,"Female","Rural","Secondary (usually until 18 years old)","Never"
579,0,1,"Indonesia",37,"Female","Rural","Secondary (usually until 18 years old)","Never"
580,1,1,"Indonesia",30,"Female","Rural","Elementary (usually until 12 years old)","Never"
581,0,1,"Indonesia",30,"Female","Rural","Elementary (usually until 12 years old)","Never"
582,1,1,"Indonesia",28,"Female","Rural","Elementary (usually until 12 years old)","Never"
583,1,NA,"Indonesia",48,"Female","Rural","Elementary (usually until 12 years old)","Never"
584,0,0.8,"Indonesia",27,"Female","Rural","Elementary (usually until 12 years old)","Sometimes"
585,0,0.8,"Indonesia",30,"Female","Rural","Elementary (usually until 12 years old)","Never"
586,1,0.8,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
587,0,1,"Indonesia",40,"Female","Rural","Elementary (usually until 12 years old)","Never"
588,0,0.8,"Indonesia",27,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
589,1,0.6,"Indonesia",26,"Female","Rural","Secondary (usually until 18 years old)","Never"
590,0,1,"Indonesia",24,"Female","Urban","Secondary (usually until 18 years old)","Never"
591,0,0.8,"Indonesia",36,"Female","Urban","Secondary (usually until 18 years old)","Never"
592,0,1,"Indonesia",40,"Female","Rural","Secondary (usually until 18 years old)","Never"
593,0,0.8,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Never"
594,1,1,"Indonesia",36,"Female","Rural","Secondary (usually until 18 years old)","Never"
595,1,0.8,"Indonesia",29,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
596,1,0.8,"Indonesia",38,"Female","Urban","Secondary (usually until 18 years old)","Never"
597,1,1,"Indonesia",40,"Female","Urban","Secondary (usually until 18 years old)","Never"
598,0,0.6,"Indonesia",27,"Female","Urban","Secondary (usually until 18 years old)","Never"
599,0,1,"Indonesia",30,"Female","Urban","College/University","Rarely"
600,1,0.666666666666667,"Indonesia",42,"Female","Rural","Secondary (usually until 18 years old)","Never"
601,1,0.4,"Indonesia",24,"Female","Urban","College/University","Sometimes"
602,0,0.25,"Indonesia",35,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
603,1,0.8,"Indonesia",26,"Female","Rural","Secondary (usually until 18 years old)","Never"
604,1,0.6,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
605,0,0.6,"Indonesia",27,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
606,0,0,"Indonesia",31,"Female","Rural","Postgraduate studies (Masters or Phd)","Rarely"
607,0,1,"Indonesia",41,"Female","Rural","College/University","Never"
608,1,1,"Indonesia",32,"Female","Urban","Secondary (usually until 18 years old)","Never"
609,0,0.75,"Indonesia",32,"Female","Rural","College/University","Often"
610,1,0.6,"Indonesia",34,"Female","Rural","Secondary (usually until 18 years old)","Never"
611,1,0.8,"Indonesia",49,"Female","Urban","Elementary (usually until 12 years old)","Never"
612,0,0,"Indonesia",46,"Female","Rural","Elementary (usually until 12 years old)","Never"
613,0,0.25,"Indonesia",28,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
614,0,1,"Nepal",38,"Female","Rural","No completed formal education","Never"
615,0,1,"Nepal",34,"Female","Rural","No completed formal education","Never"
616,0,1,"Nepal",38,"Female","Rural","No completed formal education","Never"
617,1,0.4,"Indonesia",29,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
618,1,0.8,"Indonesia",36,"Female","Urban","College/University","Sometimes"
619,0,0.8,"Indonesia",36,"Female","Urban","College/University","Sometimes"
620,0,0.8,"Indonesia",36,"Female","Urban","Secondary (usually until 18 years old)","Never"
621,0,1,"Indonesia",35,"Female","Rural","Secondary (usually until 18 years old)","Never"
622,1,1,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Never"
623,1,0.6,"Indonesia",30,"Female","Urban","Secondary (usually until 18 years old)","Never"
624,0,1,"Indonesia",24,"Female","Rural","Secondary (usually until 18 years old)","Never"
625,0,0.75,"The Philippines",33,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
626,1,0.666666666666667,"Indonesia",46,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
627,0,0.666666666666667,"Indonesia",43,"Female","Rural","Secondary (usually until 18 years old)","Never"
628,0,0.666666666666667,"Indonesia",35,"Female","Rural","Secondary (usually until 18 years old)","Never"
629,1,0.75,"Indonesia",34,"Female","Rural","Secondary (usually until 18 years old)","Never"
630,0,0.8,"Indonesia",42,"Female","Rural","Secondary (usually until 18 years old)","Never"
631,1,1,"Indonesia",38,"Female","Rural","Secondary (usually until 18 years old)","Never"
632,0,1,"Indonesia",30,"Female","Rural","Secondary (usually until 18 years old)","Never"
633,1,1,"Indonesia",29,"Female","Urban","Elementary (usually until 12 years old)","Never"
634,0,1,"Indonesia",35,"Female","Rural","Elementary (usually until 12 years old)","Rarely"
635,0,1,"Indonesia",38,"Female","Rural","Elementary (usually until 12 years old)","Sometimes"
636,1,1,"Indonesia",40,"Female","Rural","Secondary (usually until 18 years old)","Never"
637,0,0.75,"Indonesia",30,"Female","Refused to answer","No completed formal education","Never"
638,1,0.8,"Indonesia",28,"Female","Rural","Secondary (usually until 18 years old)","Never"
639,0,0.8,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Rarely"
640,0,0.75,"Indonesia",32,"Female","Rural","Secondary (usually until 18 years old)","Never"
641,0,1,"The Philippines",37,"Female","Rural","Secondary (usually until 18 years old)","Never"
642,0,1,"The Philippines",43,"Female","Rural","Elementary (usually until 12 years old)","Never"
643,1,0.6,"The Philippines",42,"Female","Urban","College/University","Sometimes"
644,0,1,"The Philippines",36,"Female","Rural","Secondary (usually until 18 years old)","Never"
645,0,1,"Indonesia",39,"Female","Rural","Elementary (usually until 12 years old)","Rarely"
646,0,1,"Indonesia",34,"Female","Urban","Secondary (usually until 18 years old)","Never"
647,0,0.75,"The Philippines",42,"Female","Rural","College/University","Never"
648,0,0,"The Philippines",44,"Female","Urban","College/University","Never"
649,0,1,"The Philippines",37,"Female","Urban","Secondary (usually until 18 years old)","Rarely"
650,0,0.75,"The Philippines",29,"Female","Rural","College/University","Never"
651,1,0.8,"The Philippines",42,"Female","Rural","College/University","Never"
652,0,0.75,"The Philippines",36,"Female","Rural","Secondary (usually until 18 years old)","Never"
653,0,0.8,"The Philippines",40,"Female","Rural","College/University","Never"
654,0,1,"The Philippines",39,"Female","Rural","College/University","Never"
655,1,1,"Indonesia",38,"Female","Rural","Secondary (usually until 18 years old)","Never"
656,1,1,"Indonesia",35,"Female","Rural","Elementary (usually until 12 years old)","Never"
657,1,1,"Indonesia",40,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
658,0,0.2,"Indonesia",41,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
659,0,0.2,"Indonesia",47,"Female","Rural","Secondary (usually until 18 years old)","Never"
660,0,0.2,"Indonesia",40,"Female","Urban","College/University","Never"
661,0,1,"The Philippines",48,"Female","Rural","Secondary (usually until 18 years old)","Never"
662,0,1,"The Philippines",37,"Female","Urban","College/University","Never"
663,1,1,"Indonesia",24,"Female","Rural","Elementary (usually until 12 years old)","Never"
664,0,0.8,"Indonesia",41,"Female","Rural","Secondary (usually until 18 years old)","Sometimes"
665,0,0.75,"Indonesia",28,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
666,1,0.4,"The Philippines",43,"Female","Rural","Secondary (usually until 18 years old)","Never"
667,0,1,"The Philippines",33,"Female","Rural","Secondary (usually until 18 years old)","Never"
668,0,0.4,"Indonesia",30,"Female","Urban","Elementary (usually until 12 years old)","Never"
669,0,NA,"Indonesia",29,"Female","Urban","Secondary (usually until 18 years old)","Often"
670,0,0.6,"The Philippines",33,"Female","Rural","Secondary (usually until 18 years old)","Never"
671,0,0.6,"The Philippines",29,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
672,1,0.8,"Indonesia",28,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
673,0,0.6,"Indonesia",22,"Female","Rural","No completed formal education","Never"
674,0,1,"Indonesia",35,"Female","Urban","No completed formal education","Never"
675,1,1,"The Philippines",37,"Female","Rural","College/University","Often"
676,0,1,"The Philippines",41,"Female","Rural","Secondary (usually until 18 years old)","Yes, all of the time"
677,0,1,"Indonesia",34,"Female","Urban","Secondary (usually until 18 years old)","Never"
678,0,1,"Indonesia",31,"Female","Urban","College/University","Often"
679,0,0.4,"The Philippines",22,"Female","Rural","College/University","Never"
680,0,0.4,"Indonesia",25,"Female","Urban","College/University","Sometimes"
681,0,0.6,"Indonesia",30,"Female","Urban","College/University","Never"
682,0,1,"The Philippines",43,"Female","Rural","Refused to answer","Never"
683,0,1,"The Philippines",45,"Female","Rural","College/University","Never"
684,0,1,"Indonesia",39,"Female","Rural","College/University","Sometimes"
685,1,0.75,"Indonesia",33,"Female","Rural","Elementary (usually until 12 years old)","Often"
686,0,1,"Indonesia",41,"Female","Urban","Secondary (usually until 18 years old)","Sometimes"
